SOURCE_ID, COMMODITY_DESC, GEOGRAPHY_DESC, ATTRIBUTE_DESC, UNIT_DESC, YEAR_ID, TIMEPERIOD_ID, TIMEPERIOD_DESC, AMOUNT
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2009,5,"May",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2009,6,"Jun",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2009,7,"Jul",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2009,8,"Aug",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2009,9,"Sep",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2009,10,"Oct",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2009,11,"Nov",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2009,12,"Dec",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2010,1,"Jan",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2010,2,"Feb",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2010,3,"Mar",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2010,4,"Apr",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2010,5,"May",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2010,6,"Jun",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2010,7,"Jul",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2010,8,"Aug",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2010,9,"Sep",0.05
116,"Bedding and litter","California ","Operating costs","dollars per cwt",2010,10,"Oct",0.05
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2006,1,"Jan",1.78
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2006,2,"Feb",1.72
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2006,3,"Mar",1.70
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2006,4,"Apr",1.72
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2006,5,"May",1.75
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2006,6,"Jun",1.78
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2006,7,"Jul",1.89
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2006,8,"Aug",1.79
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2006,9,"Sep",1.82
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2006,10,"Oct",1.84
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2006,11,"Nov",1.87
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2006,12,"Dec",1.84
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2007,1,"Jan",1.85
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2007,2,"Feb",1.80
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2007,3,"Mar",1.79
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2007,4,"Apr",1.79
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2007,5,"May",1.85
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2007,6,"Jun",1.87
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2007,7,"Jul",1.88
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2007,8,"Aug",1.89
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2007,9,"Sep",1.96
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2007,10,"Oct",1.94
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2007,11,"Nov",1.96
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2007,12,"Dec",1.96
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2008,1,"Jan",1.99
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2008,2,"Feb",1.96
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2008,3,"Mar",1.92
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2008,4,"Apr",1.96
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2008,5,"May",2.03
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2008,6,"Jun",2.07
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2008,7,"Jul",2.16
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2008,8,"Aug",2.20
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2008,9,"Sep",2.22
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2008,10,"Oct",2.23
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2008,11,"Nov",2.27
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2008,12,"Dec",2.20
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2009,1,"Jan",2.12
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2009,2,"Feb",2.15
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2009,3,"Mar",2.14
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2009,4,"Apr",2.11
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2009,5,"May",2.13
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2009,6,"Jun",2.19
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2009,7,"Jul",2.33
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2009,8,"Aug",2.32
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2009,9,"Sep",2.36
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2009,10,"Oct",2.32
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2009,11,"Nov",2.30
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2009,12,"Dec",2.26
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2010,1,"Jan",2.11
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2010,2,"Feb",2.07
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2010,3,"Mar",2.03
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2010,4,"Apr",1.98
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2010,5,"May",1.99
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2010,6,"Jun",2.01
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2010,7,"Jul",2.07
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2010,8,"Aug",2.07
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2010,9,"Sep",2.08
116,"Capital recovery of machinery and equipment","California ","Allocated overhead","dollars per cwt",2010,10,"Oct",2.12
116,"Custom services","California ","Operating costs","dollars per cwt",2006,1,"Jan",0.31
116,"Custom services","California ","Operating costs","dollars per cwt",2006,2,"Feb",0.30
116,"Custom services","California ","Operating costs","dollars per cwt",2006,3,"Mar",0.30
116,"Custom services","California ","Operating costs","dollars per cwt",2006,4,"Apr",0.30
116,"Custom services","California ","Operating costs","dollars per cwt",2006,5,"May",0.30
116,"Custom services","California ","Operating costs","dollars per cwt",2006,6,"Jun",0.31
116,"Custom services","California ","Operating costs","dollars per cwt",2006,7,"Jul",0.33
116,"Custom services","California ","Operating costs","dollars per cwt",2006,8,"Aug",0.31
116,"Custom services","California ","Operating costs","dollars per cwt",2006,9,"Sep",0.31
116,"Custom services","California ","Operating costs","dollars per cwt",2006,10,"Oct",0.32
116,"Custom services","California ","Operating costs","dollars per cwt",2006,11,"Nov",0.32
116,"Custom services","California ","Operating costs","dollars per cwt",2006,12,"Dec",0.31
116,"Custom services","California ","Operating costs","dollars per cwt",2007,1,"Jan",0.32
116,"Custom services","California ","Operating costs","dollars per cwt",2007,2,"Feb",0.31
116,"Custom services","California ","Operating costs","dollars per cwt",2007,3,"Mar",0.31
116,"Custom services","California ","Operating costs","dollars per cwt",2007,4,"Apr",0.30
116,"Custom services","California ","Operating costs","dollars per cwt",2007,5,"May",0.31
116,"Custom services","California ","Operating costs","dollars per cwt",2007,6,"Jun",0.32
116,"Custom services","California ","Operating costs","dollars per cwt",2007,7,"Jul",0.32
116,"Custom services","California ","Operating costs","dollars per cwt",2007,8,"Aug",0.32
116,"Custom services","California ","Operating costs","dollars per cwt",2007,9,"Sep",0.33
116,"Custom services","California ","Operating costs","dollars per cwt",2007,10,"Oct",0.32
116,"Custom services","California ","Operating costs","dollars per cwt",2007,11,"Nov",0.32
116,"Custom services","California ","Operating costs","dollars per cwt",2007,12,"Dec",0.32
116,"Custom services","California ","Operating costs","dollars per cwt",2008,1,"Jan",0.39
116,"Custom services","California ","Operating costs","dollars per cwt",2008,2,"Feb",0.39
116,"Custom services","California ","Operating costs","dollars per cwt",2008,3,"Mar",0.38
116,"Custom services","California ","Operating costs","dollars per cwt",2008,4,"Apr",0.38
116,"Custom services","California ","Operating costs","dollars per cwt",2008,5,"May",0.38
116,"Custom services","California ","Operating costs","dollars per cwt",2008,6,"Jun",0.39
116,"Custom services","California ","Operating costs","dollars per cwt",2008,7,"Jul",0.40
116,"Custom services","California ","Operating costs","dollars per cwt",2008,8,"Aug",0.41
116,"Custom services","California ","Operating costs","dollars per cwt",2008,9,"Sep",0.41
116,"Custom services","California ","Operating costs","dollars per cwt",2008,10,"Oct",0.41
116,"Custom services","California ","Operating costs","dollars per cwt",2008,11,"Nov",0.40
116,"Custom services","California ","Operating costs","dollars per cwt",2008,12,"Dec",0.40
116,"Custom services","California ","Operating costs","dollars per cwt",2009,1,"Jan",0.34
116,"Custom services","California ","Operating costs","dollars per cwt",2009,2,"Feb",0.34
116,"Custom services","California ","Operating costs","dollars per cwt",2009,3,"Mar",0.34
116,"Custom services","California ","Operating costs","dollars per cwt",2009,4,"Apr",0.33
116,"Custom services","California ","Operating costs","dollars per cwt",2009,5,"May",0.34
116,"Custom services","California ","Operating costs","dollars per cwt",2009,6,"Jun",0.35
116,"Custom services","California ","Operating costs","dollars per cwt",2009,7,"Jul",0.36
116,"Custom services","California ","Operating costs","dollars per cwt",2009,8,"Aug",0.36
116,"Custom services","California ","Operating costs","dollars per cwt",2009,9,"Sep",0.36
116,"Custom services","California ","Operating costs","dollars per cwt",2009,10,"Oct",0.36
116,"Custom services","California ","Operating costs","dollars per cwt",2009,11,"Nov",0.35
116,"Custom services","California ","Operating costs","dollars per cwt",2009,12,"Dec",0.35
116,"Custom services","California ","Operating costs","dollars per cwt",2010,1,"Jan",0.36
116,"Custom services","California ","Operating costs","dollars per cwt",2010,2,"Feb",0.36
116,"Custom services","California ","Operating costs","dollars per cwt",2010,3,"Mar",0.35
116,"Custom services","California ","Operating costs","dollars per cwt",2010,4,"Apr",0.34
116,"Custom services","California ","Operating costs","dollars per cwt",2010,5,"May",0.34
116,"Custom services","California ","Operating costs","dollars per cwt",2010,6,"Jun",0.34
116,"Custom services","California ","Operating costs","dollars per cwt",2010,7,"Jul",0.36
116,"Custom services","California ","Operating costs","dollars per cwt",2010,8,"Aug",0.35
116,"Custom services","California ","Operating costs","dollars per cwt",2010,9,"Sep",0.35
116,"Custom services","California ","Operating costs","dollars per cwt",2010,10,"Oct",0.36
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2006,1,"Jan",0.42
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2006,2,"Feb",0.40
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2006,3,"Mar",0.41
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2006,4,"Apr",0.44
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2006,5,"May",0.47
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2006,6,"Jun",0.48
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2006,7,"Jul",0.52
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2006,8,"Aug",0.50
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2006,9,"Sep",0.46
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2006,10,"Oct",0.42
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2006,11,"Nov",0.42
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2006,12,"Dec",0.42
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2007,1,"Jan",0.41
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2007,2,"Feb",0.40
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2007,3,"Mar",0.42
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2007,4,"Apr",0.45
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2007,5,"May",0.48
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2007,6,"Jun",0.48
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2007,7,"Jul",0.49
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2007,8,"Aug",0.48
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2007,9,"Sep",0.51
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2007,10,"Oct",0.53
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2007,11,"Nov",0.58
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2007,12,"Dec",0.57
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2008,1,"Jan",0.58
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2008,2,"Feb",0.58
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2008,3,"Mar",0.64
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2008,4,"Apr",0.68
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2008,5,"May",0.74
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2008,6,"Jun",0.80
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2008,7,"Jul",0.84
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2008,8,"Aug",0.77
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2008,9,"Sep",0.73
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2008,10,"Oct",0.62
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2008,11,"Nov",0.48
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2008,12,"Dec",0.40
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2009,1,"Jan",0.39
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2009,2,"Feb",0.37
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2009,3,"Mar",0.36
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2009,4,"Apr",0.37
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2009,5,"May",0.38
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2009,6,"Jun",0.45
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2009,7,"Jul",0.46
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2009,8,"Aug",0.48
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2009,9,"Sep",0.49
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2009,10,"Oct",0.50
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2009,11,"Nov",0.52
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2009,12,"Dec",0.51
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2010,1,"Jan",0.51
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2010,2,"Feb",0.49
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2010,3,"Mar",0.49
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2010,4,"Apr",0.50
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2010,5,"May",0.50
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2010,6,"Jun",0.48
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2010,7,"Jul",0.49
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2010,8,"Aug",0.50
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2010,9,"Sep",0.50
116,"Fuel, lube, and electricity","California ","Operating costs","dollars per cwt",2010,10,"Oct",0.53
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2006,1,"Jan",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2006,2,"Feb",0.23
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2006,3,"Mar",0.23
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2006,4,"Apr",0.23
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2006,5,"May",0.23
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2006,6,"Jun",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2006,7,"Jul",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2006,8,"Aug",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2006,9,"Sep",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2006,10,"Oct",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2006,11,"Nov",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2006,12,"Dec",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2007,1,"Jan",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2007,2,"Feb",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2007,3,"Mar",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2007,4,"Apr",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2007,5,"May",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2007,6,"Jun",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2007,7,"Jul",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2007,8,"Aug",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2007,9,"Sep",0.26
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2007,10,"Oct",0.26
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2007,11,"Nov",0.27
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2007,12,"Dec",0.27
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2008,1,"Jan",0.27
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2008,2,"Feb",0.27
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2008,3,"Mar",0.27
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2008,4,"Apr",0.28
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2008,5,"May",0.29
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2008,6,"Jun",0.31
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2008,7,"Jul",0.33
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2008,8,"Aug",0.33
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2008,9,"Sep",0.33
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2008,10,"Oct",0.32
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2008,11,"Nov",0.31
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2008,12,"Dec",0.29
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2009,1,"Jan",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2009,2,"Feb",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2009,3,"Mar",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2009,4,"Apr",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2009,5,"May",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2009,6,"Jun",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2009,7,"Jul",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2009,8,"Aug",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2009,9,"Sep",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2009,10,"Oct",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2009,11,"Nov",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2009,12,"Dec",0.24
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2010,1,"Jan",0.26
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2010,2,"Feb",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2010,3,"Mar",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2010,4,"Apr",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2010,5,"May",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2010,6,"Jun",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2010,7,"Jul",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2010,8,"Aug",0.25
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2010,9,"Sep",0.26
116,"General farm overhead","California ","Allocated overhead","dollars per cwt",2010,10,"Oct",0.26
116,"Grazed feed","California ","Operating costs","dollars per cwt",2006,1,"Jan",0.05
116,"Grazed feed","California ","Operating costs","dollars per cwt",2006,2,"Feb",0.05
116,"Grazed feed","California ","Operating costs","dollars per cwt",2006,3,"Mar",0.05
116,"Grazed feed","California ","Operating costs","dollars per cwt",2006,4,"Apr",0.05
116,"Grazed feed","California ","Operating costs","dollars per cwt",2006,5,"May",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2006,6,"Jun",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2006,7,"Jul",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2006,8,"Aug",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2006,9,"Sep",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2006,10,"Oct",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2006,11,"Nov",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2006,12,"Dec",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2007,1,"Jan",0.05
116,"Grazed feed","California ","Operating costs","dollars per cwt",2007,2,"Feb",0.05
116,"Grazed feed","California ","Operating costs","dollars per cwt",2007,3,"Mar",0.05
116,"Grazed feed","California ","Operating costs","dollars per cwt",2007,4,"Apr",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2007,5,"May",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2007,6,"Jun",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2007,7,"Jul",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2007,8,"Aug",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2007,9,"Sep",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2007,10,"Oct",0.06
116,"Grazed feed","California ","Operating costs","dollars per cwt",2007,11,"Nov",0.06
